N°;Pedido;Fecha;Cliente;Segemento;Ventas [unid];Ventas [$]
16857;639192;7/12/2021;23;Segmento 3;8;129,99
16858;306214;22/2/2021;1;Segmento 5;2;197,16
16859;468994;17/2/2021;7;Segmento 7;4;34,39
16860;138488;31/3/2021;6;Segmento 4;2;151,04
16861;406361;3/5/2021;31;Segmento 4;0;0
16862;834377;26/3/2021;25;Segmento 2;5;194,3
16863;126965;14/10/2021;35;Segmento 3;1;94,36
16864;609878;14/1/2021;29;Segmento 3;1;31,92
16865;839866;13/3/2021;23;Segmento 8;7;87,94
16866;431523;18/6/2021;20;Segmento 6;3;175,1
16867;481305;29/7/2021;7;Segmento 8;2;106,05
16868;135199;13/8/2021;25;Segmento 3;4;87,98
16869;932210;5/5/2021;33;Segmento 8;4;56,97
16870;275719;31/3/2021;25;Segmento 7;4;209,82
16871;600516;2/9/2021;8;Segmento 3;2;5,88
16872;14879;9/11/2021;27;Segmento 7;2;74,94
16873;689151;31/5/2021;1;Segmento 7;5;25,88
16874;628270;26/2/2021;18;Segmento 3;2;25,22
16875;110546;26/1/2021;34;Segmento 3;7;363,98
16876;713150;24/5/2021;31;Segmento 6;7;157,31
16877;589123;23/1/2021;2;Segmento 2;1;36,21
16878;733866;19/3/2021;11;Segmento 3;6;464,84
16879;942725;16/1/2021;19;Segmento 6;1;77,88
16880;906965;21/9/2021;30;Segmento 5;6;326,78
16881;234643;27/8/2021;30;Segmento 4;4;142,96
16882;432436;4/4/2021;2;Segmento 4;8;327,53
16883;779332;16/11/2021;28;Segmento 5;9;896,11
16884;90788;1/5/2021;22;Segmento 3;6;95,4
16885;281825;6/1/2021;8;Segmento 8;2;197,65
16886;252631;8/12/2021;7;Segmento 5;10;274,02
16887;510056;23/8/2021;19;Segmento 3;10;255,68
16888;147321;18/12/2021;29;Segmento 3;6;124,95
16889;941832;14/7/2021;3;Segmento 1;2;178,32
16890;239005;28/10/2021;30;Segmento 3;3;259,67
16891;2889;8/2/2021;23;Segmento 1;4;125,8
16892;684232;20/2/2021;7;Segmento 1;7;636,41
16893;283914;2/12/2021;5;Segmento 6;10;641,84
16894;323420;6/8/2021;12;Segmento 7;8;689,68
16895;882514;6/7/2021;30;Segmento 6;2;60,8
16896;510731;17/11/2021;28;Segmento 4;4;165,6
16897;886976;16/4/2021;31;Segmento 2;8;698,2
16898;616532;11/6/2021;33;Segmento 6;10;663,47
16899;353078;5/9/2021;2;Segmento 5;3;101,63
16900;825897;7/6/2021;11;Segmento 5;2;126,67
16901;855659;2/10/2021;13;Segmento 5;6;515,27
16902;806410;5/4/2021;28;Segmento 2;7;586,04
16903;437406;29/8/2021;34;Segmento 4;8;249,78
16904;26120;11/12/2021;4;Segmento 7;9;324,34
16905;882025;14/7/2021;24;Segmento 6;7;259,66
16906;974721;22/6/2021;25;Segmento 2;0;0
16907;683227;7/2/2021;5;Segmento 5;9;153,34
16908;122243;12/6/2021;3;Segmento 5;5;326,34
16909;685273;29/9/2021;16;Segmento 6;10;471,26
16910;140846;1/5/2021;27;Segmento 2;3;284,1
16911;747676;28/4/2021;15;Segmento 8;2;99,96
16912;82518;31/5/2021;2;Segmento 7;4;138,55
16913;676315;24/1/2021;1;Segmento 3;8;672,59
16914;435989;31/8/2021;8;Segmento 6;4;93,74
16915;378382;16/2/2021;10;Segmento 5;3;158,25
16916;823019;27/5/2021;21;Segmento 8;8;204,37
16917;513183;24/7/2021;21;Segmento 1;7;529,21
16918;366182;15/5/2021;1;Segmento 1;1;39,55
16919;100877;12/6/2021;25;Segmento 5;4;196,87
16920;786513;25/9/2021;3;Segmento 2;4;333,08
16921;572985;30/12/2021;4;Segmento 6;0;0
16922;797327;5/5/2021;34;Segmento 3;6;330,96
16923;385227;16/7/2021;27;Segmento 8;0;0
16924;798071;28/10/2021;30;Segmento 1;9;705,34
16925;428023;16/7/2021;16;Segmento 6;7;407,51
16926;249232;15/2/2021;22;Segmento 2;5;484,85
16927;813161;17/2/2021;26;Segmento 5;8;249,44
16928;759810;14/8/2021;23;Segmento 1;8;500,04
16929;597936;13/1/2021;34;Segmento 1;10;886,74
16930;196991;17/8/2021;28;Segmento 5;5;129,05
16931;172042;2/11/2021;6;Segmento 7;5;371,67
16932;596187;19/6/2021;25;Segmento 1;4;309,71
16933;239056;24/2/2021;15;Segmento 1;10;748,7
16934;33703;21/12/2021;23;Segmento 8;3;29,15
16935;846123;17/7/2021;11;Segmento 3;3;282,09
16936;574513;22/3/2021;5;Segmento 3;6;366,57
16937;684069;4/4/2021;31;Segmento 2;10;285,43
16938;63340;17/9/2021;19;Segmento 6;7;674,34
16939;35753;14/7/2021;24;Segmento 1;7;36,93
16940;694865;30/5/2021;33;Segmento 6;6;159,15
16941;719487;28/12/2021;26;Segmento 4;4;388,03
16942;415791;10/8/2021;35;Segmento 3;7;385,64
16943;679423;5/12/2021;31;Segmento 7;8;783,07
16944;134357;25/4/2021;27;Segmento 5;7;513,66
16945;234179;1/10/2021;35;Segmento 6;3;65,03
16946;488788;3/12/2021;9;Segmento 3;3;275,19
16947;881198;15/9/2021;6;Segmento 3;7;403,32
16948;916589;29/10/2021;21;Segmento 3;7;262,21
16949;231732;9/6/2021;11;Segmento 4;2;7,3
16950;613124;28/10/2021;32;Segmento 5;8;122,5
16951;144815;12/1/2021;6;Segmento 6;2;10,63
16952;240776;9/2/2021;35;Segmento 8;2;175,23
16953;312693;17/2/2021;24;Segmento 2;4;34,23
16954;652789;21/11/2021;15;Segmento 8;3;203,62
16955;803038;13/10/2021;27;Segmento 2;1;13,1
16956;46239;19/3/2021;14;Segmento 7;6;377,25
16957;483298;8/6/2021;23;Segmento 1;2;190,7
16958;618428;13/7/2021;34;Segmento 4;3;236,76
16959;246528;13/3/2021;17;Segmento 5;3;174,49
16960;708892;2/5/2021;19;Segmento 2;10;902,11
16961;527402;14/8/2021;32;Segmento 4;0;0
16962;244697;29/10/2021;2;Segmento 4;1;27,51
16963;725818;22/1/2021;21;Segmento 5;7;468,48
16964;643653;23/4/2021;5;Segmento 4;5;310,08
16965;790448;27/1/2021;25;Segmento 1;3;219,96
16966;919976;17/10/2021;22;Segmento 3;3;40,28
16967;341218;10/7/2021;3;Segmento 1;2;186,39
16968;792689;4/5/2021;5;Segmento 3;1;35,7
16969;139683;6/12/2021;11;Segmento 8;4;138,82
16970;794262;14/12/2021;10;Segmento 4;5;469,65
16971;984942;4/6/2021;27;Segmento 7;6;201,52
16972;520017;9/4/2021;14;Segmento 4;9;550,25
16973;612199;28/6/2021;30;Segmento 4;2;158,87
16974;717064;18/2/2021;34;Segmento 1;2;134,55
16975;770011;14/5/2021;2;Segmento 6;0;0
16976;571484;26/3/2021;21;Segmento 8;5;486,14
16977;782578;2/3/2021;31;Segmento 7;3;226,65
16978;850650;16/10/2021;12;Segmento 3;7;75,51
16979;142961;13/8/2021;17;Segmento 2;3;292,84
16980;710955;15/12/2021;2;Segmento 8;7;19,63
16981;891066;11/10/2021;17;Segmento 3;8;752,29
16982;457718;12/11/2021;24;Segmento 7;9;867,76
16983;437069;4/1/2021;25;Segmento 6;5;41,56
16984;830113;20/11/2021;12;Segmento 3;0;0
16985;329065;28/12/2021;12;Segmento 6;7;476,61
16986;15918;17/5/2021;20;Segmento 4;2;116,09
16987;736165;8/3/2021;33;Segmento 8;5;62,29
16988;397407;22/10/2021;34;Segmento 5;4;137,19
16989;852682;22/6/2021;11;Segmento 8;9;338,91
16990;323225;26/5/2021;30;Segmento 2;2;150,3
16991;520938;12/8/2021;22;Segmento 5;4;88,4
16992;992297;11/4/2021;31;Segmento 5;3;71,33
16993;678292;24/2/2021;14;Segmento 5;2;92,41
16994;481955;19/1/2021;11;Segmento 2;4;334,82
16995;986940;31/7/2021;11;Segmento 3;3;228,65
16996;734184;5/2/2021;9;Segmento 7;4;352,32
16997;570750;1/4/2021;14;Segmento 2;1;31,28
16998;379763;28/5/2021;14;Segmento 7;4;391,15
16999;253044;6/1/2021;26;Segmento 6;5;302,81
17000;574878;8/9/2021;35;Segmento 3;5;176,62
17001;689397;29/6/2021;24;Segmento 2;9;830,87
17002;13417;23/8/2021;1;Segmento 8;9;261,73
17003;376015;24/11/2021;11;Segmento 3;6;9,12
17004;327383;3/11/2021;5;Segmento 4;5;444,62
17005;441938;17/5/2021;30;Segmento 8;2;142,44
17006;959942;20/4/2021;29;Segmento 7;6;223,47
17007;140475;23/5/2021;15;Segmento 4;3;219,33
17008;105240;14/9/2021;30;Segmento 3;3;210,91
17009;834834;2/2/2021;7;Segmento 3;5;380,02
17010;236843;2/3/2021;21;Segmento 8;9;21,33
17011;308620;22/10/2021;10;Segmento 3;5;45,44
17012;412846;4/2/2021;26;Segmento 3;6;560,16
17013;199282;27/7/2021;5;Segmento 7;3;220,25
17014;605344;18/3/2021;22;Segmento 4;2;48,73
17015;402145;21/10/2021;22;Segmento 4;0;0
17016;781145;31/5/2021;18;Segmento 3;5;393,95
17017;384815;30/9/2021;14;Segmento 3;2;36,04
17018;331668;28/1/2021;26;Segmento 8;5;458,13
17019;905568;13/11/2021;34;Segmento 1;0;0
17020;156172;21/5/2021;26;Segmento 8;5;295,89
17021;57324;12/9/2021;3;Segmento 7;10;400,57
17022;482590;14/3/2021;6;Segmento 7;7;46,43
17023;882857;23/11/2021;31;Segmento 7;4;133,89
17024;442318;22/7/2021;31;Segmento 3;1;73,57
17025;28344;14/10/2021;34;Segmento 7;9;61,28
17026;323317;28/2/2021;11;Segmento 6;0;0
17027;769933;21/11/2021;26;Segmento 5;7;219,16
17028;388510;7/11/2021;13;Segmento 7;7;141,45
17029;482793;18/3/2021;28;Segmento 3;8;192,38
17030;620910;8/12/2021;33;Segmento 7;7;505,94
17031;614275;28/4/2021;32;Segmento 8;7;358,57
17032;784988;30/1/2021;35;Segmento 3;9;417,94
17033;429946;8/5/2021;10;Segmento 6;8;764,5
17034;431667;29/11/2021;10;Segmento 2;7;303,41
17035;107728;14/9/2021;20;Segmento 7;1;73,43
17036;256360;6/4/2021;2;Segmento 6;5;159,46
17037;419328;8/11/2021;28;Segmento 2;10;920,71
17038;963792;11/6/2021;28;Segmento 5;1;68,18
17039;135079;20/4/2021;30;Segmento 8;8;737,02
17040;192768;7/4/2021;1;Segmento 3;2;151,18
17041;745468;15/8/2021;34;Segmento 8;3;225,88
17042;814965;7/3/2021;27;Segmento 4;6;159,5
17043;580906;24/6/2021;28;Segmento 4;7;661,7
17044;504384;23/3/2021;23;Segmento 3;8;69,13
17045;81430;24/6/2021;12;Segmento 6;7;553,38
17046;174010;25/9/2021;2;Segmento 2;7;56,32
17047;144604;8/5/2021;16;Segmento 1;0;0
17048;584733;27/11/2021;13;Segmento 3;6;463,97
17049;937703;21/10/2021;30;Segmento 5;6;96,33
17050;428378;11/6/2021;13;Segmento 5;5;35,29
17051;677222;31/7/2021;5;Segmento 5;1;29,6
17052;351495;9/6/2021;4;Segmento 5;3;215,61
17053;784050;5/2/2021;7;Segmento 3;7;434,96
17054;608745;17/8/2021;13;Segmento 6;2;145,34
17055;223193;26/10/2021;7;Segmento 7;4;177,04
17056;117582;12/12/2021;26;Segmento 2;6;425,32
17057;820431;13/7/2021;9;Segmento 3;8;553,44
17058;213709;16/11/2021;19;Segmento 3;8;33,82
17059;10624;6/3/2021;24;Segmento 4;7;692,77
17060;433900;22/2/2021;34;Segmento 6;10;460,91
17061;201484;3/6/2021;8;Segmento 3;9;752,88
17062;713427;13/8/2021;19;Segmento 8;5;372,83
17063;810681;6/11/2021;14;Segmento 8;0;0
17064;265252;19/1/2021;33;Segmento 3;3;250,95
17065;728320;15/12/2021;27;Segmento 5;1;30,03
17066;498107;5/11/2021;33;Segmento 1;6;424,67
17067;600777;11/4/2021;26;Segmento 1;4;352,81
17068;354481;6/5/2021;28;Segmento 4;6;102,01
17069;8342;13/3/2021;18;Segmento 2;6;425,84
17070;862280;24/3/2021;28;Segmento 6;10;367,23
17071;499132;12/2/2021;23;Segmento 5;4;291,21
17072;71146;26/12/2021;23;Segmento 3;3;117,73
17073;929209;23/5/2021;30;Segmento 5;6;14,68
17074;973758;29/9/2021;18;Segmento 4;6;175,81
17075;436733;5/5/2021;19;Segmento 6;3;240,28
17076;563500;4/5/2021;25;Segmento 6;1;43,33
17077;714812;12/8/2021;10;Segmento 4;2;92,35
17078;284099;27/10/2021;13;Segmento 5;5;104,94
17079;707085;29/9/2021;3;Segmento 3;1;85,79
17080;899941;3/7/2021;27;Segmento 1;2;105,4
17081;889311;3/11/2021;5;Segmento 4;4;222,15
17082;675028;24/12/2021;16;Segmento 3;4;382,21
17083;733393;17/2/2021;18;Segmento 8;4;304,75
17084;85611;2/11/2021;2;Segmento 8;4;384,86
17085;512066;11/1/2021;2;Segmento 7;0;0
17086;888306;13/6/2021;16;Segmento 2;9;416,56
17087;22618;6/9/2021;10;Segmento 1;5;201,29
17088;259755;9/6/2021;17;Segmento 7;2;25,78
17089;357258;21/7/2021;8;Segmento 1;5;339,73
17090;272783;11/5/2021;32;Segmento 1;8;251,99
17091;707010;13/6/2021;13;Segmento 3;3;170,84
17092;460000;7/9/2021;4;Segmento 3;5;440,91
17093;147997;21/12/2021;11;Segmento 6;9;435,45
17094;668419;21/3/2021;6;Segmento 3;7;485,96
17095;512537;28/11/2021;16;Segmento 2;9;731,4
17096;5531;20/6/2021;2;Segmento 7;7;344,22
17097;357983;2/1/2021;9;Segmento 5;5;447
17098;729508;17/5/2021;7;Segmento 7;7;528,44
17099;174003;3/12/2021;17;Segmento 3;7;182,89
17100;155861;4/4/2021;20;Segmento 7;4;367,09
17101;501903;10/7/2021;8;Segmento 7;7;444,46
17102;724304;11/11/2021;1;Segmento 8;9;429,53
17103;841624;9/3/2021;20;Segmento 1;2;196,74
17104;821373;22/4/2021;31;Segmento 3;0;0
17105;402695;2/6/2021;28;Segmento 5;0;0
17106;925460;15/12/2021;11;Segmento 1;9;108,99
17107;53622;3/11/2021;34;Segmento 4;3;35,6
17108;482712;5/10/2021;13;Segmento 7;7;653,9
17109;911038;25/12/2021;28;Segmento 6;6;129,49
17110;514034;30/6/2021;33;Segmento 2;5;93,69
17111;455117;25/11/2021;10;Segmento 6;5;277,19
17112;214983;22/6/2021;33;Segmento 7;8;736,02
17113;31898;19/9/2021;15;Segmento 2;7;191,33
17114;695488;9/9/2021;10;Segmento 3;7;604,05
17115;67435;20/10/2021;1;Segmento 8;6;166,15
17116;491066;18/8/2021;11;Segmento 2;1;41,32
17117;280186;27/12/2021;21;Segmento 7;5;375,44
17118;180459;11/4/2021;29;Segmento 4;6;246,95
17119;350799;31/10/2021;30;Segmento 1;9;726,85
17120;871649;9/1/2021;5;Segmento 8;3;147,44
17121;902053;14/3/2021;2;Segmento 8;0;0
17122;872536;6/11/2021;20;Segmento 3;4;56,98
17123;115062;16/3/2021;33;Segmento 2;2;188,93
17124;20579;23/11/2021;10;Segmento 3;3;58,5
17125;579507;14/7/2021;12;Segmento 3;5;326,75
17126;713755;8/3/2021;5;Segmento 4;8;107,29
17127;979410;7/6/2021;4;Segmento 6;6;130,02
17128;922314;7/10/2021;5;Segmento 8;0;0
17129;198155;28/8/2021;18;Segmento 6;1;82,69
17130;373896;4/7/2021;5;Segmento 5;3;140,99
17131;274876;18/8/2021;13;Segmento 8;7;655,03
17132;625799;1/7/2021;15;Segmento 1;10;428,18
17133;674977;30/10/2021;24;Segmento 3;8;535,55
17134;451816;15/11/2021;16;Segmento 7;3;44,09
17135;997511;11/9/2021;30;Segmento 3;2;64,04
17136;956605;30/1/2021;24;Segmento 6;3;268,5
17137;78627;4/8/2021;22;Segmento 1;6;49,38
17138;188660;12/10/2021;22;Segmento 8;0;0
17139;130082;5/7/2021;6;Segmento 2;7;479,11
17140;883925;17/7/2021;25;Segmento 1;7;562,08
17141;928362;11/7/2021;21;Segmento 3;6;246,84
17142;183887;20/6/2021;17;Segmento 4;9;751,79
17143;994145;17/10/2021;28;Segmento 1;3;158,05
17144;228100;14/10/2021;14;Segmento 6;5;373,35
17145;485908;30/1/2021;22;Segmento 6;1;33,17
17146;953853;1/2/2021;6;Segmento 2;3;256,99
17147;890431;7/6/2021;32;Segmento 6;6;547,59
17148;49049;8/6/2021;33;Segmento 8;4;281,28
17149;824118;5/11/2021;5;Segmento 6;4;98,53
17150;523153;21/2/2021;31;Segmento 6;7;576,16
17151;199521;7/12/2021;22;Segmento 8;3;111,41
17152;852345;1/10/2021;10;Segmento 8;5;13,87
17153;853819;29/9/2021;9;Segmento 3;7;253,94
17154;50434;25/9/2021;18;Segmento 3;6;182,84
17155;842994;7/8/2021;19;Segmento 3;8;555,89
17156;343178;31/3/2021;22;Segmento 3;5;314,25
17157;161139;14/9/2021;16;Segmento 8;9;809
17158;427131;4/7/2021;16;Segmento 5;10;342,44
17159;509802;6/8/2021;21;Segmento 6;1;81,77
17160;568527;17/8/2021;22;Segmento 1;3;41,09
17161;375452;25/11/2021;24;Segmento 1;2;192,95
17162;473032;8/3/2021;22;Segmento 8;7;276,35
17163;886252;24/1/2021;7;Segmento 4;8;622,76
17164;324093;25/7/2021;25;Segmento 2;1;65,56
17165;302933;28/10/2021;17;Segmento 6;5;3,98
17166;340847;15/9/2021;8;Segmento 8;8;226,4
17167;325010;9/4/2021;34;Segmento 5;1;57,72
17168;390079;4/7/2021;24;Segmento 2;3;147,14
17169;13968;12/4/2021;14;Segmento 5;10;28,95
17170;216592;11/3/2021;14;Segmento 6;10;804
17171;334618;20/12/2021;19;Segmento 8;1;99,23
17172;830703;4/5/2021;18;Segmento 1;7;262,26
17173;481955;12/1/2021;2;Segmento 4;5;459,21
17174;878291;8/6/2021;12;Segmento 6;5;431,32
17175;564694;31/1/2021;24;Segmento 6;4;20,17
17176;319147;17/4/2021;11;Segmento 7;3;144,69
17177;520041;10/5/2021;29;Segmento 8;9;542,56
17178;39790;30/12/2021;22;Segmento 6;2;144,52
17179;560141;29/9/2021;30;Segmento 2;6;36,17
17180;992916;27/12/2021;12;Segmento 4;4;316,74
17181;965501;5/10/2021;19;Segmento 8;8;3,74
17182;158205;18/1/2021;13;Segmento 8;0;0
17183;432109;28/11/2021;29;Segmento 8;5;132,39
17184;535124;15/5/2021;13;Segmento 8;4;1,31
17185;434101;28/3/2021;21;Segmento 4;5;274,66
17186;951048;17/8/2021;10;Segmento 7;0;0
17187;137666;1/4/2021;21;Segmento 6;9;208,18
17188;74069;6/3/2021;11;Segmento 4;7;256,84
17189;999006;28/5/2021;27;Segmento 8;2;2,92
17190;928266;17/12/2021;21;Segmento 5;9;846,96
17191;991881;12/8/2021;8;Segmento 8;6;530,12
17192;985631;30/6/2021;17;Segmento 7;3;102,35
17193;941041;5/12/2021;13;Segmento 2;10;79,24
17194;879697;14/4/2021;11;Segmento 8;5;183,22
17195;266650;22/12/2021;34;Segmento 2;4;297,12
17196;162299;6/3/2021;19;Segmento 2;5;319,43
17197;161002;8/4/2021;24;Segmento 7;1;76,5
17198;762607;26/4/2021;17;Segmento 2;4;71
17199;554885;22/10/2021;30;Segmento 4;3;19,44
17200;496068;8/8/2021;18;Segmento 8;2;20,39
17201;719410;9/4/2021;27;Segmento 4;9;257,48
17202;577083;3/8/2021;12;Segmento 5;4;31,85
17203;263164;2/5/2021;32;Segmento 1;6;85,81
17204;30950;28/9/2021;27;Segmento 3;5;335,87
17205;326204;10/5/2021;26;Segmento 2;9;870,07
17206;743076;7/10/2021;3;Segmento 4;6;169,89
17207;496726;3/4/2021;22;Segmento 5;8;13,33
17208;844789;19/6/2021;28;Segmento 3;1;62,8
17209;209629;27/4/2021;19;Segmento 8;4;215,91
17210;210709;13/5/2021;2;Segmento 7;4;394,54
17211;522150;15/4/2021;8;Segmento 5;5;274,68
17212;869698;9/4/2021;29;Segmento 7;6;503,59
17213;756641;27/3/2021;12;Segmento 1;3;222,99
17214;764920;2/7/2021;32;Segmento 8;4;112,79
17215;859394;18/8/2021;22;Segmento 6;3;251,7
17216;955522;15/8/2021;1;Segmento 7;4;384,17
17217;892192;31/12/2021;4;Segmento 2;8;771,17
17218;267286;6/3/2021;1;Segmento 6;7;652,17
17219;599202;21/1/2021;3;Segmento 3;8;616,89
17220;605629;4/9/2021;19;Segmento 4;2;99,6
17221;999153;14/10/2021;26;Segmento 4;4;107,65
17222;752505;26/12/2021;16;Segmento 6;7;167,08
17223;483175;8/2/2021;5;Segmento 4;8;31,12
17224;771675;10/6/2021;27;Segmento 4;3;206,25
17225;800622;9/7/2021;30;Segmento 3;2;47,35
17226;987176;15/5/2021;9;Segmento 8;0;0
17227;454838;14/11/2021;26;Segmento 2;9;442,44
17228;975211;17/10/2021;22;Segmento 7;8;679,33
17229;479316;20/8/2021;26;Segmento 8;7;202,14
17230;391515;10/5/2021;1;Segmento 1;3;169,51
17231;823343;5/8/2021;34;Segmento 8;1;3,08
17232;335230;10/10/2021;9;Segmento 2;2;140,45
17233;746613;20/2/2021;4;Segmento 8;8;680,44
17234;72497;14/4/2021;5;Segmento 3;1;44,52
17235;835293;3/12/2021;15;Segmento 7;3;162,92
17236;467754;22/5/2021;28;Segmento 5;1;15,54
17237;827763;31/10/2021;27;Segmento 6;3;62,92
17238;414141;3/9/2021;24;Segmento 8;4;129,73
17239;133676;17/1/2021;29;Segmento 3;2;122,13
17240;515519;21/7/2021;6;Segmento 6;5;66,2
17241;194298;15/2/2021;23;Segmento 4;6;556,34
17242;966519;9/4/2021;32;Segmento 2;8;296,14
17243;569513;3/9/2021;16;Segmento 1;0;0
17244;390883;22/11/2021;8;Segmento 5;5;123,42
17245;210032;13/1/2021;10;Segmento 6;2;180,16
17246;116892;15/9/2021;10;Segmento 4;4;325,11
17247;577346;31/5/2021;32;Segmento 1;7;191,38
17248;153714;30/9/2021;20;Segmento 5;8;319,99
17249;957220;14/4/2021;2;Segmento 3;7;130,59
17250;489671;11/1/2021;2;Segmento 6;5;288,09
17251;575377;12/2/2021;31;Segmento 4;7;32,42
17252;57777;23/7/2021;2;Segmento 1;6;32,49
17253;899873;29/11/2021;34;Segmento 6;0;0
17254;580787;24/1/2021;8;Segmento 3;4;312,94
17255;35197;30/11/2021;17;Segmento 1;9;834,91
17256;313389;15/5/2021;16;Segmento 7;2;74,71
17257;871824;3/4/2021;12;Segmento 1;6;196,13
17258;360508;1/4/2021;2;Segmento 6;7;191,49
17259;631468;21/7/2021;6;Segmento 2;6;202,67
17260;9908;1/6/2021;4;Segmento 2;3;233,23
17261;743714;25/11/2021;8;Segmento 5;8;353,39
17262;19662;18/5/2021;18;Segmento 6;6;229,92
17263;883164;3/10/2021;1;Segmento 2;4;301,48
17264;180577;17/8/2021;7;Segmento 3;5;103,92
17265;370205;10/10/2021;5;Segmento 2;9;879,59
17266;955270;7/3/2021;15;Segmento 7;6;125,22
17267;848503;13/7/2021;34;Segmento 3;3;23,87
17268;793258;8/7/2021;15;Segmento 5;7;121,19
17269;481687;25/11/2021;18;Segmento 5;6;461,83
17270;782698;15/4/2021;3;Segmento 7;4;24,36
17271;584835;12/1/2021;16;Segmento 8;7;583,29
17272;889806;30/7/2021;20;Segmento 4;8;178,6
17273;396809;9/2/2021;33;Segmento 3;1;43,44
17274;804091;1/10/2021;13;Segmento 6;2;170,96
17275;835407;22/4/2021;27;Segmento 1;2;64,47
17276;392662;4/3/2021;13;Segmento 3;6;319,53
17277;656963;25/7/2021;16;Segmento 6;8;174,31
17278;492861;3/11/2021;35;Segmento 6;4;203,49
17279;480744;1/9/2021;13;Segmento 6;9;147,05
17280;177608;5/11/2021;18;Segmento 2;10;923,15
17281;674228;1/5/2021;26;Segmento 1;4;136,88
17282;594097;10/8/2021;31;Segmento 4;5;100,73
17283;583696;4/5/2021;1;Segmento 4;0;0
17284;371254;2/3/2021;27;Segmento 7;7;519,02
17285;174206;1/1/2021;24;Segmento 8;8;89,25
17286;297926;6/6/2021;26;Segmento 4;5;298,38
17287;441001;21/12/2021;9;Segmento 1;1;23,87
17288;609138;4/6/2021;34;Segmento 6;9;56,44
17289;559518;21/4/2021;1;Segmento 5;6;30
17290;986875;7/4/2021;21;Segmento 7;5;499,41
17291;267184;3/8/2021;20;Segmento 1;2;83,69
17292;649274;1/6/2021;1;Segmento 1;2;108,07
17293;907592;5/11/2021;32;Segmento 1;1;94,48
17294;733839;20/10/2021;13;Segmento 8;3;181,71
17295;974881;15/8/2021;16;Segmento 5;9;567,65
17296;591301;29/10/2021;13;Segmento 6;9;592,38
17297;287121;10/3/2021;20;Segmento 7;2;100,69
17298;221123;9/4/2021;21;Segmento 6;6;173,02
17299;916576;14/4/2021;18;Segmento 2;1;21,69
17300;763322;1/9/2021;29;Segmento 7;0;0
17301;795067;14/11/2021;1;Segmento 5;6;583,55
17302;742868;8/2/2021;12;Segmento 1;6;264,53
17303;290673;2/10/2021;10;Segmento 8;6;352,3
17304;784145;21/8/2021;18;Segmento 1;5;457,38
17305;20578;23/11/2021;35;Segmento 7;8;405,61
17306;168908;5/10/2021;12;Segmento 7;3;36,76
17307;941188;22/6/2021;30;Segmento 8;3;220,02
17308;740288;10/3/2021;7;Segmento 7;7;683,89
17309;121957;1/12/2021;32;Segmento 4;3;13,87
17310;157489;5/2/2021;28;Segmento 7;10;202,51
17311;583260;4/8/2021;28;Segmento 4;6;327,47
17312;464850;3/1/2021;24;Segmento 3;9;723,27
17313;203342;7/4/2021;15;Segmento 4;2;17,56
17314;129033;23/10/2021;14;Segmento 2;4;279,11
17315;657178;1/4/2021;28;Segmento 6;5;156,21
17316;556170;1/12/2021;12;Segmento 7;1;48,7
17317;171753;3/4/2021;34;Segmento 1;8;183,93
17318;72451;16/9/2021;33;Segmento 6;7;4,61
17319;316988;21/7/2021;27;Segmento 5;6;567,79
17320;582754;28/12/2021;17;Segmento 6;1;43,09
17321;105290;29/11/2021;9;Segmento 7;4;166
17322;445590;19/7/2021;35;Segmento 1;7;598,82
17323;536244;15/1/2021;20;Segmento 3;7;286,58
17324;211090;7/8/2021;19;Segmento 6;2;117,2
17325;646678;5/5/2021;11;Segmento 2;9;342,61
17326;623477;28/8/2021;16;Segmento 2;9;836,48
17327;409990;23/2/2021;16;Segmento 2;2;111,6
17328;125934;19/4/2021;15;Segmento 5;7;433,04
17329;242834;27/2/2021;16;Segmento 5;9;257,76
17330;196529;22/1/2021;25;Segmento 8;9;480,26
17331;452869;30/7/2021;29;Segmento 5;2;69,11
17332;698979;18/11/2021;16;Segmento 6;3;190,22
17333;824606;6/1/2021;11;Segmento 4;9;227,59
17334;488075;20/10/2021;5;Segmento 5;2;80,01
17335;177594;30/10/2021;31;Segmento 7;4;130,55
17336;408799;23/12/2021;35;Segmento 6;7;493,68
17337;564305;6/6/2021;12;Segmento 4;3;2,17
17338;833789;16/5/2021;8;Segmento 7;4;144
17339;591097;26/6/2021;11;Segmento 8;2;81,31
17340;994410;20/5/2021;11;Segmento 3;9;31,03
17341;743161;5/5/2021;32;Segmento 6;8;70,24
17342;943385;9/8/2021;29;Segmento 5;8;511,58
17343;318058;29/7/2021;27;Segmento 4;4;110,99
17344;857865;4/11/2021;16;Segmento 7;4;202,93
17345;434964;28/8/2021;10;Segmento 6;8;59,82
17346;967224;22/3/2021;24;Segmento 8;2;104,17
17347;214043;21/9/2021;26;Segmento 5;2;175,2
17348;302080;9/8/2021;21;Segmento 1;2;112,75
17349;363170;13/11/2021;5;Segmento 6;9;852,93
17350;711740;18/8/2021;27;Segmento 4;1;30,18
17351;622608;13/9/2021;30;Segmento 3;10;963,92
17352;873142;22/9/2021;16;Segmento 2;10;249,59
17353;166578;6/8/2021;31;Segmento 4;6;531,31
17354;299959;8/10/2021;15;Segmento 8;8;588,11
17355;316130;18/1/2021;14;Segmento 1;9;811,84
17356;903166;9/6/2021;11;Segmento 1;6;553,51
